DateTime,1,variable,statistic
2008-01-01T00:00:00Z,38.22407,ppt,MEAN
2008-02-01T00:00:00Z,77.171394,ppt,MEAN
2008-03-01T00:00:00Z,135.60417,ppt,MEAN
2008-04-01T00:00:00Z,123.53255,ppt,MEAN
2008-05-01T00:00:00Z,90.34104,ppt,MEAN
2008-06-01T00:00:00Z,83.24969,ppt,MEAN
2008-07-01T00:00:00Z,119.47951,ppt,MEAN
2008-08-01T00:00:00Z,152.39389,ppt,MEAN
2008-09-01T00:00:00Z,202.19075,ppt,MEAN
2008-10-01T00:00:00Z,25.00052,ppt,MEAN
2008-11-01T00:00:00Z,88.44993,ppt,MEAN
2008-12-01T00:00:00Z,99.466805,ppt,MEAN
2009-01-01T00:00:00Z,65.37028,ppt,MEAN
2009-02-01T00:00:00Z,45.769382,ppt,MEAN
2009-03-01T00:00:00Z,150.20619,ppt,MEAN
2009-04-01T00:00:00Z,42.16257,ppt,MEAN
2009-05-01T00:00:00Z,98.39917,ppt,MEAN
2009-06-01T00:00:00Z,142.36282,ppt,MEAN
2009-07-01T00:00:00Z,68.30648,ppt,MEAN
2009-08-01T00:00:00Z,72.33885,ppt,MEAN
2009-09-01T00:00:00Z,91.89529,ppt,MEAN
2009-10-01T00:00:00Z,70.9763,ppt,MEAN
2009-11-01T00:00:00Z,197.74806,ppt,MEAN
2009-12-01T00:00:00Z,182.35347,ppt,MEAN
2010-01-01T00:00:00Z,108.261055,ppt,MEAN
2010-02-01T00:00:00Z,96.20269,ppt,MEAN
2010-03-01T00:00:00Z,80.13084,ppt,MEAN
2010-04-01T00:00:00Z,29.37158,ppt,MEAN
2010-05-01T00:00:00Z,163.50536,ppt,MEAN
2010-06-01T00:00:00Z,68.95262,ppt,MEAN
2010-07-01T00:00:00Z,94.670105,ppt,MEAN
2010-08-01T00:00:00Z,85.95911,ppt,MEAN
2010-09-01T00:00:00Z,145.82262,ppt,MEAN
2010-10-01T00:00:00Z,62.70303,ppt,MEAN
2010-11-01T00:00:00Z,44.25664,ppt,MEAN
2010-12-01T00:00:00Z,48.144577,ppt,MEAN
2011-01-01T00:00:00Z,32.834415,ppt,MEAN
2011-02-01T00:00:00Z,37.76646,ppt,MEAN
2011-03-01T00:00:00Z,115.408775,ppt,MEAN
2011-04-01T00:00:00Z,77.85373,ppt,MEAN
2011-05-01T00:00:00Z,129.42552,ppt,MEAN
2011-06-01T00:00:00Z,65.72323,ppt,MEAN
2011-07-01T00:00:00Z,98.045265,ppt,MEAN
2011-08-01T00:00:00Z,102.332275,ppt,MEAN
2011-09-01T00:00:00Z,135.77638,ppt,MEAN
2011-10-01T00:00:00Z,80.990776,ppt,MEAN
2011-11-01T00:00:00Z,108.116936,ppt,MEAN
2011-12-01T00:00:00Z,59.170082,ppt,MEAN
2012-01-01T00:00:00Z,49.560993,ppt,MEAN
2012-02-01T00:00:00Z,57.48914,ppt,MEAN
2012-03-01T00:00:00Z,113.550446,ppt,MEAN
2012-04-01T00:00:00Z,59.93083,ppt,MEAN
2012-05-01T00:00:00Z,129.63683,ppt,MEAN
2012-06-01T00:00:00Z,70.37006,ppt,MEAN
2012-07-01T00:00:00Z,136.81114,ppt,MEAN
2012-08-01T00:00:00Z,89.5356,ppt,MEAN
2012-09-01T00:00:00Z,208.2699,ppt,MEAN
2012-10-01T00:00:00Z,62.321304,ppt,MEAN
2012-11-01T00:00:00Z,11.639051,ppt,MEAN
2012-12-01T00:00:00Z,85.750946,ppt,MEAN
2013-01-01T00:00:00Z,83.73259,ppt,MEAN
2013-02-01T00:00:00Z,97.2334,ppt,MEAN
