date,GPP_med,GPP_mean,GPP_std,GPP_cnt,GPP_max,GPP_min
2004001,108.5151392,118.0014482,33.8693984,101081,261,0
2004017,52,61.1278347,23.8380457,101081,156,1
2004033,164.4904836,176.2005955,49.5997078,101081,355,6
2004049,261.4642793,279.5575012,76.0982745,101081,595,0
2004065,369.4765768,377.9458633,86.9228949,101081,745,22
2004081,585.5058059,575.2004495,114.9729765,101081,958,65
2004097,947.4061258,911.0027152,147.3259202,101081,1386,119
2004113,1283.6017214,1194.2318444,200.1353153,101081,1678,144
2004129,1491.5410314,1384.1378065,248.7722253,101081,1982,152
2004145,1475.6086195,1378.7378793,248.4913739,101081,2006,173
2004161,1283.5248143,1207.1730674,213.1767677,101081,1755,189
2004177,1203.5748641,1150.6665096,169.4149884,101081,1688,165
2004193,1331.5734777,1256.2410867,188.8929272,101081,1913,162
2004209,1419.5765523,1329.7233817,209.9812797,101081,1910,165
2004225,1339.5055453,1258.4151072,202.8548331,101081,1706,157
2004241,1251.5610001,1178.132276,192.8545695,101081,1632,119
2004257,1107.538391,1035.7023454,176.6863494,101081,1471,97
2004273,1019.5884931,962.7667029,171.2535339,101081,1387,88
2004289,637.5144283,606.4008476,105.1792004,101081,927,55
2004305,365.4687847,368.9373249,67.5049127,101081,663,28
2004321,212.4780763,221.5836915,53.6863121,101081,479,11
2004337,160.4878213,174.7593952,50.4920013,101081,418,5
2004353,73,81.1522693,25.3272466,101081,202,1
2005001,225.4795712,239.0336372,67.1836075,101081,523,0
2005017,36,41.2135058,14.7948,101081,111,0
2005033,221.4807598,236.6309075,65.9484781,101081,478,0
2005049,186.5005357,201.5097218,55.6681547,101081,435,2
2005065,297.5238011,298.8175525,64.2956636,101081,638,19
2005081,755.5360251,714.6618294,136.723094,101081,1132,66
2005097,979.5303892,927.9896529,156.0290684,101081,1381,106
2005113,1291.5678085,1194.5471567,225.3757157,101081,1585,102
2005129,1595.6267042,1484.1162753,266.0990758,101081,2043,140
2005145,1307.5318853,1218.7206094,210.5766185,101081,1685,138
2005161,1411.4865736,1329.8267749,202.8491148,101081,2027,196
2005177,1299.5761444,1218.1715099,191.9081517,101081,1877,181
2005193,1219.4871049,1180.6500121,168.5527028,101081,1851,195
2005209,1323.5340794,1255.8887424,186.0107258,101081,1798,192
2005225,1219.5775,1150.4455823,178.3835561,101081,1682,113
2005241,1195.5369501,1135.5056589,186.3474241,101081,1684,109
2005257,955.4840987,902.547768,153.1597732,101081,1332,84
2005273,741.5353372,687.4102171,134.1355661,101081,964,53
2005289,681.4976268,643.1243864,121.2771253,101081,920,51
2005305,413.545567,413.6892239,82.6582041,101081,685,33
2005321,158.4901105,168.8666583,40.5370894,101081,313,0
2005337,124.4864193,135.375862,37.3097497,101081,262,0
2005353,102,111.7290248,33.5091138,101081,236,0
2006001,206.4872175,220.6632862,62.318327,101081,425,0
2006017,174.4931331,189.4177228,54.125659,101081,375,0
2006033,174.4793495,189.7211385,54.5460377,101081,426,0
2006049,193.4618311,210.689759,57.8389582,101081,551,0
2006065,369.5042873,388.2566597,92.7680712,101081,963,0
2006081,589.4839625,580.9198829,109.1621379,101081,1016,0
2006097,1011.5435364,968.5100516,163.766808,101081,1411,0
2006113,1283.5456789,1188.4742531,211.2709796,101081,1603,0
2006129,1751.7841407,1621.0619388,293.6799624,101081,2109,0
2006145,1447.742879,1353.4760606,221.4064307,101081,2081,0
2006161,1511.7230992,1403.6766566,231.4723534,101081,2256,40
2006177,1639.7620106,1532.6745615,240.9189248,101081,2308,223
2006193,1459.5333407,1380.0424767,198.8680642,101081,2082,212
2006209,1139.434383,1097.9867917,145.7658374,101081,1637,207
2006225,1211.5655821,1161.2122195,166.4104098,101081,1748,178
2006241,1099.5667569,1030.4248497,181.6595156,101081,1411,84
2006257,1251.5762874,1163.5309328,206.3111811,101081,1603,9
2006273,939.522121,878.731577,148.638087,101081,1250,0
2006289,537.4785512,512.5360726,91.3915385,101081,748,0
2006305,337.5128917,340.2694802,66.8785636,101081,678,0
2006321,241.4487066,256.5127714,62.4403765,101081,533,0
2006337,142.5046727,154.2597012,42.4058079,101081,354,0
2006353,128.4850934,137.8375587,36.4594704,101081,289,0
2007001,217.4754724,229.0185574,59.1343983,100678,463,0
2007017,77,85.4324777,26.7999531,100678,196,0
2007033,82,91.1092992,27.7048156,100678,203,0
2007049,225.4764966,244.5201287,66.197808,100678,512,0
2007065,293.4677695,307.2658182,76.4494368,100678,645,11
2007081,611.5348721,613.3415671,126.7099872,100678,1037,37
2007097,859.5125517,820.1144291,146.5982602,100678,1219,29
2007113,1139.5662341,1080.9702157,178.9048481,100678,1597,50
2007129,1539.5793601,1429.2592174,243.227576,100678,1903,151
2007145,1331.5553293,1269.1438954,190.1355041,100678,1820,221
2007161,1291.5579223,1221.195349,194.1471973,100678,1905,132
2007177,1179.4810513,1144.3429251,176.5795134,100678,1852,119
2007193,1235.4964776,1192.4918902,185.0853674,100678,1816,70
2007209,923.5737047,922.986472,159.4937519,100678,1494,63
2007225,739.5144752,765.6516306,161.6951173,100678,1318,60
2007241,755.5918118,760.4207218,145.2512496,100678,1257,39
2007257,1051.4967167,970.1405805,196.9837057,100678,1356,13
2007273,851.5686052,801.8500779,158.7850777,100678,1174,0
2007289,645.5128353,606.1127088,118.5260577,100678,905,0
2007305,333.4760459,330.3347598,64.77387,100678,532,4
2007321,232.4858439,245.3092373,58.9140723,100678,475,0
2007337,176.4951351,189.4225335,47.8927732,100678,451,0
2007353,124.4895879,133.2932613,34.5401692,100678,340,0
2008001,164.5006393,176.5120309,46.723348,100678,474,0
2008017,94.4958055,104.741983,31.1712139,100678,304,0
2008033,241.4564599,257.5890566,70.9262458,100678,704,0
2008049,237.4632258,251.0218695,63.9956446,100678,687,0
2008065,459.4694753,463.9805889,97.1000885,100678,1159,2
2008081,569.5435366,543.8757054,100.5317176,100678,974,30
2008097,1027.5647229,966.8412468,169.510221,100678,1338,82
2008113,1403.5226688,1306.4683183,225.2195217,100678,1828,77
2008129,1531.5394585,1422.029483,252.7100684,100678,1989,0
2008145,1291.5831796,1223.5355969,195.1242086,100678,1868,0
2008161,1195.4778858,1171.9454672,183.8088753,100678,1883,121
2008177,1291.5102759,1231.9938548,191.886306,100678,1848,169
2008193,1339.5338723,1278.5204108,188.623129,100678,2013,222
2008209,1139.5463678,1126.4716449,157.9370446,100678,1870,155
2008225,1259.6349767,1191.1962924,185.950083,100678,1611,134
2008241,1179.557113,1100.0038712,188.8830194,100678,1452,104
2008257,1043.6126892,977.8636334,174.6957551,100678,1287,52
2008273,1035.584384,971.2001774,172.7001527,100678,1399,54
2008289,609.5192995,578.5719295,105.770168,100678,857,8
2008305,429.5324771,418.9797145,82.9835987,100678,668,0
2008321,162.4878202,170.7788402,39.2058245,100678,330,0
2008337,166.4901023,177.243595,44.3975592,100678,339,4
2008353,146.4899521,156.0218162,40.5297979,100678,318,1
2009001,132.5028083,142.0839725,39.3732305,100678,293,2
2009017,91,100.2684116,29.162102,100678,228,0
2009033,241.4431869,259.7415945,73.5346855,100678,584,0
2009049,124.5114909,136.3846123,39.5055381,100678,366,0
2009065,379.4633022,399.5298049,101.1307849,100678,1050,0
2009081,531.3924817,542.7595356,108.1196234,100678,1268,6
2009097,931.5359917,891.4514973,153.7093445,100678,1602,23
2009113,1315.6113547,1237.6573041,203.0645217,100678,1986,61
2009129,1507.5437641,1394.8567933,255.7772831,100678,1924,93
2009145,1587.6011716,1470.0599984,263.4391917,100678,1977,137
2009161,1523.5403379,1416.6438276,244.117937,100678,1966,118
2009177,1527.7238754,1435.5646282,226.6631451,100678,2148,81
2009193,1451.5503138,1374.116521,210.9537696,100678,2115,112
2009209,1267.5757686,1195.1844626,180.8770595,100678,1766,109
2009225,1235.6085043,1152.410959,195.9520272,100678,1513,100
2009241,1211.6329569,1126.8720274,200.892874,100678,1551,98
2009257,813.4839331,753.3244767,139.1614287,100678,1054,32
2009273,843.5931112,780.7028138,143.1325393,100678,1104,8
2009289,681.4655992,642.0962184,114.7608297,100678,920,3
2009305,365.4589509,363.4111558,66.6705742,100678,582,1
2009321,281.5064766,294.470231,66.7320636,100678,522,0
2009337,156.4940169,168.5076259,44.2461926,100678,321,0
2009353,83,89.5856279,25.3307259,100678,182,0
2010001,39,46.6908867,19.0212453,100678,117,0
2010017,120.5042025,131.8703164,37.0849854,100678,276,0
2010033,124.4896573,135.3807368,38.6968531,100678,307,0
2010049,198.4829606,213.2557776,56.3768237,100678,498,0
2010065,445.5218016,448.6000946,86.5286451,100678,985,0
2010081,803.5508826,774.7771889,129.5493435,100678,1435,30
2010097,1163.6136398,1092.4623519,193.8650511,100678,1477,52
2010113,1379.58231,1288.7567558,219.8836694,100678,1845,64
2010129,1491.6030012,1384.830957,248.0652323,100678,1858,61
2010145,1639.9950437,1522.1395388,248.4326395,100678,2387,75
2010161,1307.5061191,1266.8070418,178.3114596,100678,2107,162
2010177,1075.4853462,1099.0857531,162.20608,100678,1970,186
2010193,1163.5859971,1137.350318,149.8737508,100678,1834,116
2010209,1259.557143,1191.2580893,171.125141,100678,1708,103
2010225,1219.6307123,1142.7440962,192.3476345,100678,1597,51
2010241,875.5440321,879.052472,160.55985,100678,1399,24
2010257,667.4795304,673.1304976,128.2069141,100678,1102,7
2010273,851.4801972,799.8385469,145.9092031,100678,1151,3
2010289,661.481391,642.086415,112.3551725,100678,1000,16
2010305,309.4989893,320.162805,64.6991284,100678,543,5
2010321,212.4869279,225.1264788,53.86706,100678,460,0
2010337,56,61.7975525,19.4258723,100678,164,0
2010353,70,77.0388011,23.5678976,100678,181,0
2011001,62,69.3568355,21.715758,100657,185,0
2011017,94.4935788,103.8033336,30.7831717,100678,255,0
2011033,156.4844417,170.8680831,50.9287625,100678,421,0
2011049,261.4973623,278.8028509,75.4665189,100678,697,0
2011065,349.4943152,367.382218,85.402925,100678,952,0
2011081,475.4620153,483.3967922,90.9279234,100678,1156,0
2011097,963.5276217,936.2611665,148.5684139,100678,1596,39
2011113,1283.5291075,1211.6907587,195.9581712,100678,1750,74
2011129,1267.5247095,1197.6656279,186.279368,100678,1768,71
2011145,995.5896373,1028.9577335,166.7246307,100678,1782,94
2011161,867.5701387,904.5156742,163.5185702,100678,1714,98
2011177,867.5974617,920.1842747,164.3367181,100678,1812,99
2011193,539.5192236,642.3873669,195.0338173,100678,1442,109
2011209,395.0795043,531.8443971,215.9493299,100678,1273,67
2011225,875.4428792,897.1679549,141.0809197,100678,1533,98
2011241,867.6034776,851.5685098,124.5233646,100678,1353,75
2011257,859.700103,797.7063677,135.3231484,100678,1107,36
2011273,915.5148013,859.187173,148.3020403,100678,1172,19
2011289,573.5060729,557.6469731,92.9884111,100678,825,10
2011305,365.4774751,371.0259327,72.2363552,100678,606,1
2011321,249.4665111,263.6400586,63.2493646,100678,513,0
2011337,172.5090385,184.2211229,46.5715563,100657,359,0
2011353,168.4723367,178.7631394,46.3043547,100678,359,0
2012001,154.4978528,167.8751063,44.5392397,100657,387,0
2012017,209.5058986,223.8179051,59.8159568,100678,572,0
2012033,168.4974432,180.8064247,48.4078037,100678,471,0
2012049,309.5035867,320.4201694,80.0350787,100678,741,0
2012065,475.3447428,486.5383073,101.0723457,100678,1112,0
2012081,923.6260142,865.1143327,163.4558385,100678,1596,35
2012097,1027.5783786,971.3084816,161.1787085,100678,1436,38
2012113,1195.6169734,1133.3465751,171.9240956,100678,1661,68
2012129,1411.6306689,1314.9124338,212.6139445,100678,1821,86
2012145,1403.5708128,1326.1319738,204.3798987,100678,1953,80
2012161,1155.4290239,1140.2195726,163.0501117,100678,1811,96
2012177,331.3084758,502.7612062,263.8018637,100678,1398,65
2012193,771.6933314,810.795898,137.122767,100678,1492,109
2012209,875.5157967,911.1909025,137.575595,100678,1624,110
2012225,1003.5463555,988.0201549,133.8181667,100678,1587,75
2012241,971.5019108,945.2320486,133.4121099,100678,1490,31
2012257,1043.5750202,989.448138,149.3959033,100678,1469,3
2012273,851.5602473,797.1354515,133.5155229,100678,1113,13
2012289,649.5387371,628.2942521,106.4759235,100678,936,0
2012305,244.4744301,255.2415431,51.2432041,100678,437,0
2012321,194.4986112,208.4358143,50.4665711,100678,395,0
2012337,218.5137843,232.2304561,58.1341419,100655,431,0
2012353,134.4837966,144.9165048,39.0854297,100678,303,0
2013001,160.4835608,171.40796,45.4540048,100655,388,0
2013017,116.4944761,128.0354134,36.2936404,100678,304,0
2013033,172.4775775,187.1841167,51.5909941,100678,380,0
2013049,172.488348,185.0063394,48.7420511,100678,373,0
2013065,361.5122339,373.4295972,78.3333281,100678,674,1
2013081,565.5320543,539.1184745,90.6804137,100678,794,19
2013097,1043.5361248,989.3287864,154.1306907,100678,1430,42
2013113,1315.5759324,1218.4118696,216.8181329,100678,1629,34
2013129,1403.553039,1327.00466,202.9436616,100678,1889,56
2013145,1315.4686093,1245.4920391,182.2077029,100678,1791,69
2013161,1427.5542178,1359.3110701,193.3514745,100678,2099,80
2013177,1331.4885681,1264.954736,189.1075847,100678,2027,105
2013193,1387.5345977,1328.5624557,190.0813735,100678,2085,124
2013209,1227.5408924,1164.1514532,171.756738,100678,1700,102
2013225,1283.5497909,1208.2973844,180.3489654,100678,1794,91
2013241,1083.4696302,1055.5653117,148.7101056,100678,1734,95
2013257,1107.5100332,1038.5076588,175.4876666,100678,1566,67
2013273,739.5085794,700.7068257,116.0400862,100678,1073,20
2013289,509.4827391,491.3852002,87.3527388,100678,755,17
2013305,253.5048384,261.3198045,53.7509251,100678,479,2
2013321,152.4898699,162.1121783,40.3722961,100678,366,0
2013337,154.4879944,165.8100628,42.6207189,100655,364,0
2013353,142.4819987,152.6851307,39.6848118,100655,319,0
2014001,102.4841597,111.7410637,31.6414908,100655,245,0
2014017,61,67.9182205,20.7979013,100655,169,0
2014033,152.485775,164.7482423,46.1626132,100678,347,0
2014049,237.4961458,259.3048903,72.0164605,100678,543,0
2014065,321.4665232,341.6019419,77.7759334,100678,650,0
2014081,619.5794762,605.912313,104.4017073,100678,1125,0
2014097,939.535931,895.7231873,145.1475934,100678,1415,24
2014113,1395.4751607,1314.6176317,212.3506912,100678,1814,19
2014129,1643.6303842,1548.4825364,249.3208815,100678,2086,57
2014145,1571.5717901,1474.4011457,241.067115,100678,1951,116
2014161,1339.571729,1272.6497572,198.4581242,100678,1869,119
2014177,1219.5401889,1189.5527747,180.0246775,100678,1884,108
2014193,1283.5533999,1216.2676896,186.7086558,100678,1838,79
2014209,1419.5907343,1335.4938275,208.6397055,100678,1918,58
2014225,1363.5437978,1309.2484274,181.4074049,100678,1928,77
2014241,1067.5720271,1009.4696482,158.6359295,100678,1412,63
2014257,1027.4992726,961.3932037,169.8672256,100678,1252,37
2014273,955.6056383,905.0044006,142.0598844,100678,1247,24
2014289,733.5077734,709.6321289,111.6237274,100678,1026,16
2014305,294.5135089,303.1622277,58.4752852,100678,507,0
2014321,168.4992432,180.871965,41.1078289,100678,324,0
2014337,198.504329,211.8675658,50.3493312,100656,373,0
2014353,97,103.8366557,26.468815,100661,194,0
2015001,110,119.2403315,32.33532,100656,238,0
2015017,158.4934787,171.2086307,46.6345354,100661,366,0
2015033,84,93.1393076,27.3063418,100678,215,0
2015049,112.4821415,121.7813105,31.2149327,100678,256,0
2015065,433.4874797,442.937815,84.3015823,100678,963,0
2015081,747.5525629,712.5278352,115.1482092,100678,1329,0
2015097,1203.5810042,1129.2810087,185.7567979,100678,1590,44
2015113,1419.653417,1322.7162435,209.8875094,100678,1765,71
2015129,1531.5534465,1439.139643,220.6457034,100678,2017,98
2015145,1491.5795702,1385.4063949,228.0840134,100678,1896,74
2015161,1187.5048289,1195.6806839,173.9734743,100678,1907,90
2015177,1623.5606937,1528.1298003,226.2530832,100678,2413,97
2015193,1655.3556858,1563.411204,227.1927977,100678,2412,61
2015209,1283.5440785,1244.649764,169.6186773,100678,2076,72
2015225,1163.5418662,1126.8953039,156.3764081,100678,1817,57
2015241,1195.5953935,1126.7497261,173.3340133,100678,1551,28
2015257,995.5555373,934.5933217,144.2188524,100678,1305,20
2015273,931.6312284,868.0971635,150.9927083,100678,1176,7
2015289,621.5166605,600.9641352,97.7803407,100678,867,5
2015305,365.503953,368.9844246,68.2186524,100678,631,0
2015321,277.4739996,289.5064392,62.1700062,100662,519,0
2015337,289.463726,305.1909079,70.8872874,100656,553,0
2015353,202.5083614,210.3476465,51.1721964,100662,387,0
2016001,168.4897907,181.8343879,47.7350279,100656,364,0
2016017,136.5001891,146.8158414,37.0753364,100678,299,0
2016033,176.4965358,190.2988093,47.6705606,100678,386,2
2016049,325.5052366,338.9330124,70.4103705,100678,631,5
2016065,675.4743394,674.2895271,112.5382255,100678,1337,7
2016081,939.5401116,906.2766982,138.9120045,100678,1502,16
2016097,1051.5801181,1005.9388737,150.1897597,100678,1330,34
2016113,1467.5955569,1368.726138,231.8897715,100678,1717,47
2016129,1547.5101246,1436.2079616,244.0187489,100678,1868,41
2016145,1671.757126,1559.659252,244.9663312,100678,2341,68
2016161,1587.5859526,1497.6309368,227.2088438,100678,2141,115
2016177,1735.8630358,1613.7670524,254.8787079,100678,2241,98
2016193,1607.5311845,1553.8935182,204.3320999,100678,2375,76
2016209,1363.4285544,1296.3352647,188.794098,100678,1978,47
2016225,1323.4741565,1264.1798922,178.1122977,100678,1856,53
2016241,1115.4989765,1082.24919,150.7680199,100678,1626,61
2016257,1091.6250033,1020.7054194,164.6406369,100678,1469,36
2016273,1139.5887576,1058.3538754,187.3311349,100678,1476,13
2016289,883.5207095,839.0696985,143.9903283,100678,1213,0
2016305,465.4856624,456.1414606,81.7998709,100678,693,0
2016321,250.5111907,261.2208137,56.1806072,100662,446,0
2016337,142.4980291,152.9988023,38.0193279,100656,277,0
2016353,146.4742156,156.286169,39.6580921,100662,290,0
2017001,120.48684,128.3874711,34.3499129,100656,276,0
2017017,261.4718345,280.4187083,73.5067371,100678,655,0
2017033,261.4681095,283.7386943,73.8238617,100678,671,0
2017049,385.4789191,414.8949232,108.515224,100678,917,2
2017065,337.4489765,362.0480897,85.1861535,100678,724,0
2017081,915.52411,879.3710042,143.4531072,100678,1374,33
2017097,1043.5364458,1005.0636913,142.7815333,100678,1432,41
2017113,1451.5785169,1357.6234117,221.6310204,100678,1878,35
2017129,1555.6648451,1448.4606583,226.6267975,100678,2075,45
2017145,1735.829576,1624.4832787,251.1488877,100678,2373,73
2017161,1559.8886023,1462.7502695,228.2782506,100678,2161,51
2017177,1543.6727277,1470.9178569,205.5499342,100678,2308,45
2017193,1415.544618,1373.5655134,188.0682326,100678,2247,59
2017209,1315.5610304,1248.1774575,178.4505734,100678,1921,82
2017225,1299.5403356,1229.5951197,182.5691115,100678,1807,91
2017241,1235.5718051,1151.8101311,187.4202997,100678,1578,42
2017257,1051.5486311,1010.7276059,145.5346031,100678,1501,20
2017273,1019.5934248,959.4281036,154.1774401,100678,1365,0
2017289,717.5034178,685.8712467,114.752652,100678,1004,9
2017305,417.496254,403.7979014,74.7398464,100678,650,1
2017321,252.4830191,264.372563,58.2188156,100678,464,1
2017337,160.5051264,173.2673388,43.4099292,100678,338,1
2017353,107,114.4367208,30.8447306,100678,232,0
2018001,89,96.7508061,29.642394,100678,222,0
2018017,142.5030084,156.6675645,46.2840747,100678,341,0
2018033,209.4888097,222.8852577,57.048425,100678,497,0
2018049,403.3827279,429.6649943,105.3296052,100678,1025,0
2018065,269.5239157,285.2056411,69.1683332,100678,664,0
2018081,619.4017332,632.7062528,129.3126229,100678,1240,0
2018097,907.499983,868.64853660000006,145.6216846,100678,1243,34
2018113,1283.5730136,1208.6468405,184.4467734,100678,1670,47
2018129,1347.4911119,1283.3966333,185.9658767,100678,1788,67
2018145,1499.615855,1410.5400886,218.5995144,100678,1941,56
2018161,1387.4983894,1332.0480771,184.073332,100678,2086,67
2018177,1495.6184319,1434.8034648,195.8746916,100678,2259,88
2018193,1495.476455,1421.6826634,208.7508895,100678,2137,46
2018209,1339.4644449,1266.4291938,185.4761213,100678,2046,0
2018225,1575.4211017,1479.7120795,224.1572815,100678,2093,0
2018241,1195.605208,1130.2291358,165.3024262,100678,1624,63
2018257,1003.566163,940.1398436,154.7072023,100678,1434,0
2018273,1059.6121091,991.4062215,163.9138564,100678,1371,25
2018289,729.5013821,690.586813,118.7134332,100678,962,8
2018305,465.4908962,448.8051691,81.8417885,100678,677,2
2018321,272.4886059,277.8129854,54.5017649,100678,459,0
2018337,158.4827124,167.1761329,39.1532284,100678,299,0
2018353,148.4852259,158.3242778,39.126206,100678,282,0
2019001,150.4848241,161.859912,43.5879678,100678,314,0
2019017,140.4857466,153.0567463,40.3302992,100678,308,0
2019033,277.4563332,296.9071356,73.4676495,100678,542,1
2019049,253.4656916,270.9283211,67.8744885,100678,520,0
2019065,401.5390086,422.4186434,100.9963301,100678,759,0
2019081,651.5136398,651.5153878,112.3860516,100678,1029,14
2019097,1227.5323774,1155.5880026,197.7225804,100678,1496,40
2019113,1515.5148471,1419.1709269,225.8689003,100678,1937,54
2019129,1687.6942219,1584.6032465,246.9996802,100678,2218,55
2019145,1443.56789,1378.8052156,198.6774096,100678,2029,74
2019161,1639.6244274,1557.5524322,235.4266224,98911,2347,164
2019177,1367.8218693,1331.3984768,182.9497438,98911,2210,165
2019193,1448.0507559,1434.8683678,196.8347745,98911,2381,161
2019209,1395.5645332,1346.1212063,174.3457974,98911,2137,135
2019225,1387.651462,1319.6606691,181.6136223,98911,1979,105
2019241,1307.5988235,1254.7241192,172.9553748,98911,1906,70
2019257,979.5425877,963.5288287,135.539579,98911,1507,13
2019273,787.4924193,762.4340246,107.8481303,98911,1150,0
2019289,777.4670901,737.8564897,119.5922701,98911,998,27
2019305,330.4986754,328.6310763,56.7696389,98911,502,12
2019321,234.4833489,242.7375156,51.5739366,98911,431,0
2019337,186.48219,200.2381235,48.8262819,98911,410,0
2019353,164.495067,176.9764212,46.0249444,98911,384,0
2020001,241.4557773,255.5035324,63.6883993,98911,517,0
2020017,190.4862061,206.2160057,53.4671514,98911,462,0
2020033,261.5330142,276.6351879,67.1987467,98911,628,0
2020049,345.5033464,368.0682566,94.7749335,98911,844,7
2020065,483.4222357,511.9802146,122.3626697,98911,1245,10
2020081,779.5987253,778.8163869,140.2892199,98911,1581,22
2020097,1091.5617413,1049.6167506,159.3555699,98911,1757,74
2020113,1411.5482864,1329.4689994,204.4276424,98911,1962,107
2020129,1483.5795346,1394.9368672,214.0541139,98911,1978,86
2020145,1559.7192144,1481.6888653,223.8290326,98911,2238,150
2020161,1559.7291044,1478.3845475,220.6660907,98911,2224,158
2020177,1543.4528764,1484.8204099,201.7123991,98911,2387,178
2020193,1479.937475,1440.6303935,190.7581063,98911,2343,173
2020209,1495.8747735,1416.1049208,197.9169821,98911,2242,113
2020225,1427.5625416,1355.1068911,195.2800881,98911,2043,110
2020241,1331.6812882,1260.0539665,179.1950483,98911,1878,118
2020257,1275.6270723,1199.6195939,192.2628397,98911,1687,98
2020273,1091.5812031,1030.0742116,157.013886,98911,1495,40
2020289,859.4827079,818.9540682,131.4423513,98911,1255,22
2020305,539.428782,544.1481856,95.8778847,98911,1066,0
2020321,325.500732,342.8628524,74.4245361,98911,722,0
2020337,214.477835,230.4539331,56.3128051,98911,451,0
NA,NA,NA,NA,NA,NA,NA
