date,tmax_med,tmax_mean,tmax_std,tmax_cnt,tmax_max,tmax_min
19830407,21.4349995,21.4127515,0.0887577,8,21.4899998,21.2469997
19830408,20.5550003,20.5768891,0.1357878,8,20.7329998,20.3619995
19830409,20.2900009,20.2872313,0.0952941,8,20.3980007,20.0799999
19830410,21.2759991,21.2970149,0.0879398,8,21.4050007,21.1089993
19830411,21.0270004,21.0671615,0.0405307,8,21.125,20.9960003
19830412,16.7989998,16.9044286,0.3962713,8,17.4969997,16.3509998
19830413,20.2749996,20.356612,0.2399842,8,20.7049999,19.9769993
19830414,21.0809994,21.0804009,0.0964725,8,21.2029991,20.9260006
19830415,19.7070007,19.6881648,0.1501574,8,19.8859997,19.4519997
19830416,19.2460003,19.2618645,0.0339795,8,19.2800007,19.1830006
19830417,15.7119999,15.7591832,0.068683,8,15.882,15.6520004
19830418,18.0879993,18.1110732,0.0323343,8,18.125,18.0119991
19830419,6.2449999,6.299478,0.110051,8,6.5089998,6.164
19830420,7.2249999,7.2377829,0.0629284,8,7.3379998,7.118
19830421,14.2840004,14.297549,0.0210521,8,14.316,14.2519999
19830422,18.4510002,18.4418628,0.0953399,8,18.5970001,18.3110008
19830423,21.3600006,21.3396126,0.0985597,8,21.4029999,21.0919991
19830424,15.1809998,15.1981411,0.0837537,8,15.3579998,15.0900002
19830425,15.9040003,15.94032,0.1130387,8,16.1580009,15.7749996
19830426,18.4419994,18.4440317,0.0605161,8,18.5039997,18.3479996
19830427,25.5610008,25.5798768,0.0666971,8,25.7040005,25.4799995
19830428,29.4039993,29.4400508,0.0555786,8,29.5389996,29.3579998
19830429,29.0599995,29.0833617,0.0653643,8,29.1889992,28.9869995
19830430,28.3649998,28.3788364,0.0453455,8,28.4440002,28.3050003
19830501,26.9430008,26.9296299,0.0542895,8,27.0149994,26.8279991
19830502,28.0510006,28.0539965,0.0418597,8,28.1240005,27.9780006
19830503,28.2730007,28.2714123,0.0308667,8,28.3080006,28.2070007
19830504,27.8729992,27.8783161,0.0888348,8,28.0459995,27.7299995
19830505,20.5559998,20.5519059,0.0763088,8,20.673000300000002,20.4300003
19830506,24.1200008,24.1259121,0.0486995,8,24.1879997,24.0279999
19830507,23.1210003,23.1230136,0.0412669,8,23.1919994,23.0610008
19830508,27.0359993,27.0352081,0.0477203,8,27.1159992,26.948
19830509,22.9640007,22.9867978,0.078998,8,23.0699997,22.809
19830510,20.2490005,20.2364486,0.0383492,8,20.2889996,20.1630001
19830511,24.0330009,24.0619228,0.1592593,8,24.3579998,23.8419991
19830512,27.2380009,27.2505929,0.0958606,8,27.4080009,27.1000004
19830513,27.4130001,27.4390202,0.1312799,8,27.6329994,27.2240009
19830514,24.5610008,24.5724905,0.0896109,8,24.6989994,24.4069996
19830515,29.934,29.9342891,0.0658896,8,30.0620003,29.809
19830516,29.382,29.3855384,0.0533307,8,29.4699993,29.2709999
19830517,24.6149998,24.6668244,0.1894597,8,24.9810009,24.4290009
19830518,20.6989994,20.7252489,0.1261398,8,20.9799995,20.5639992
19830519,22.8939991,22.9035061,0.0807625,8,23.0259991,22.7940006
19830520,20.5930004,20.5237154,0.126275,8,20.684,20.3080006
19830521,27.4510002,27.4719037,0.1007241,8,27.6110001,27.3439999
19830522,27.1590004,27.1688158,0.1171997,8,27.3789997,27.0170002
19830523,27.7619991,27.7685555,0.0737841,8,27.8899994,27.6590004
19830524,28.7269993,28.729308,0.0283369,8,28.7649994,28.6700001
19830525,24.4810009,24.4707842,0.0523587,8,24.5569992,24.375
19830526,25.6040001,25.6186217,0.0378002,8,25.6760006,25.5510006
19830527,26.7169991,26.7122898,0.0472652,8,26.7670002,26.6229992
19830528,23.0669994,23.1006818,0.2173589,8,23.5030003,22.8349991
19830529,25.9650002,25.9532326,0.0646622,8,26.0249996,25.8139992
19830530,23.9780006,23.9498669,0.1541842,8,24.1280003,23.632
19830531,27.5860004,27.5969416,0.0267616,8,27.6289997,27.5499992
19830601,28.6299992,28.6021818,0.0551947,8,28.6429996,28.4629993
19830602,21.0030003,20.9666923,0.0674203,8,21.0410004,20.8120003
19830603,24.7639999,24.7758055,0.1275389,8,24.9419994,24.5680008
19830604,28.3610001,28.3531105,0.0408548,8,28.4050007,28.2719994
19830605,28.1760006,28.1871984,0.0253969,8,28.2229996,28.1450005
19830606,29.0319996,29.0309078,0.0201554,8,29.0699997,29.0060005
19830607,29.4990005,29.5306765,0.115299,8,29.7189999,29.3540001
19830608,26.4279995,26.4390852,0.0741851,8,26.5580006,26.3150005
19830609,25.9909992,26.0160985,0.0833041,8,26.1989994,25.923000300000002
19830610,26.1060009,26.0994689,0.0294778,8,26.1359997,26.0349998
19830611,27.677,27.7009318,0.1138705,8,27.9169998,27.5450001
19830612,28.4020004,28.4194554,0.0600417,8,28.5389996,28.3369999
19830613,29.9090004,29.9357392,0.055306,8,30.0470009,29.8840008
19830614,30.6280003,30.61468,0.0519398,8,30.6989994,30.5380001
19830615,31.7080002,31.721583,0.0481688,8,31.8269997,31.6669998
19830616,31.1070004,31.1174946,0.0676491,8,31.2539997,31.0230007
19830617,31.2509995,31.2685897,0.0955556,8,31.4659996,31.1439991
19830618,31.632,31.6525527,0.0691024,8,31.7900009,31.5720005
19830619,31.4899998,31.5093711,0.0823074,8,31.6679993,31.3799992
19830620,30.6900005,30.7315159,0.0759736,8,30.882,30.6560001
19830621,30.0200005,30.0179805,0.0392841,8,30.0909996,29.9549999
19830622,29.493,29.4983574,0.0806876,8,29.6280003,29.3419991
19830623,26.5750008,26.6000685,0.1405025,8,26.8780003,26.3950005
19830624,28.8980007,28.925094,0.048594,8,29.007,28.8589993
19830625,32.0369987,32.054884,0.0570407,8,32.1759987,31.9880009
19830626,32.9990005,33.003259,0.2252101,8,33.4129982,32.6640015
19830627,31.6819992,31.6766613,0.0165304,8,31.6970005,31.6469994
19830628,33.3219986,33.3433562,0.1942633,8,33.7200012,33.0579987
19830629,31.6200008,31.6171999,0.0322333,8,31.6720009,31.5720005
19830630,32.1269989,32.1469853,0.1550129,8,32.4570007,31.9319992
19830701,24.8220005,24.8305019,0.1117025,8,24.9990005,24.6009998
19830702,31.0440006,31.0557051,0.0894298,8,31.2049999,30.941
19830703,34.4350014,34.4677265,0.1233409,8,34.6920013,34.3110008
19830704,34.5859985,34.5993057,0.0312389,8,34.6479988,34.5620003
19830705,34.2789993,34.28938,0.0780816,8,34.4109993,34.1889992
19830706,31.6959991,31.7012828,0.0242871,8,31.7210007,31.6429996
19830707,30.2150002,30.2263669,0.0234627,8,30.2609997,30.191
19830708,27.1509991,27.1574805,0.0169978,8,27.1819992,27.1240005
19830709,28.6340008,28.634194,0.046026,8,28.698,28.5750008
19830710,31.4890003,31.4923199,0.0226685,8,31.5200005,31.434
19830711,29.5839996,29.6066253,0.0392904,8,29.673000300000002,29.5620003
19830712,30.5389996,30.5640129,0.161817,8,30.8509998,30.3640003
19830713,33.0299988,33.0625853,0.0719583,8,33.1940002,32.9669991
19830714,35.026001,35.0266222,0.047222600000000003,8,35.0849991,34.9620018
19830715,34.9609985,34.9631291,0.0733799,8,35.0589981,34.8540001
19830716,35.3440018,35.3546237,0.0224798,8,35.3849983,35.3149986
19830717,36.9199982,36.9017209,0.1004972,8,37.0460014,36.7029991
19830718,35.7099991,35.6928909,0.0996202,8,35.8569984,35.5060005
19830719,35.4059982,35.4018097,0.0566126,8,35.4650002,35.2599983
19830720,34.5110016,34.4674273,0.0942931,8,34.5870018,34.3030014
19830721,36.401001,36.3972125,0.0308866,8,36.4220009,36.3230019
19830722,38.0660019,38.084045,0.0279684,8,38.118,38.0480003
19830723,34.3909988,34.4741561,0.1502911,8,34.7190018,34.2719994
19830724,33.8240013,33.818525,0.0249247,8,33.8409996,33.7830009
19830725,34.1640015,34.1795156,0.0480853,8,34.25,34.1049995
19830726,31.6590004,31.6597172,0.1333095,8,31.8810005,31.4909992
19830727,31.0629997,31.0983876,0.1420723,8,31.3349991,30.9029999
19830728,31.8099995,31.805555,0.0549512,8,31.9090004,31.7150002
19830729,32.0480003,32.05583,0.0438343,8,32.1209984,31.9960003
19830730,31.7029991,31.6935641,0.035393,8,31.7539997,31.6380005
19830731,33.3979988,33.4012341,0.0609388,8,33.480999,33.3219986
19830801,35.0139999,34.9784045,0.0757707,8,35.0730019,34.8450012
19830802,34.4370003,34.4215931,0.1138557,8,34.5970001,34.2039986
19830803,33.257,33.2521104,0.126375,8,33.4500008,33.0099983
19830804,30.4540005,30.4936925,0.159295,8,30.8279991,30.2919998
19830805,33.5279999,33.4819156,0.1084835,8,33.6240005,33.2550011
19830806,34.9990005,34.9867914,0.1349822,8,35.1879997,34.7270012
19830807,34.3829994,34.3606524,0.1293954,8,34.5509987,34.1049995
19830808,33.901001,33.8780927,0.1292599,8,34.0390015,33.6090012
19830809,34.2229996,34.1847254,0.0856867,8,34.2719994,34.0009995
19830810,36.2789993,36.2361785,0.1193064,8,36.3950005,35.987999
19830811,35.5509987,35.5588879,0.1151455,8,35.723999,35.3429985
19830812,36.137001,36.1075026,0.0531231,8,36.1669998,36.012001
19830813,30.1889992,30.1842885,0.0283657,8,30.2290001,30.1490002
19830814,26.9790001,26.9661896,0.0687913,8,27.052,26.809
19830815,26.4300003,26.4352846,0.0666754,8,26.5429993,26.3309994
19830816,29.184,29.1842612,0.0642181,8,29.2819996,29.0650005
19830817,31.684,31.637507,0.0867175,8,31.7409992,31.4729996
19830818,33.1269989,33.1355492,0.1137485,8,33.2989998,32.9410019
19830819,34.3059998,34.3343179,0.1286622,8,34.5229988,34.1119995
19830820,36.1419983,36.1390386,0.1370445,8,36.3390007,35.8860016
19830821,36.6949997,36.6069759,0.3128315,8,37.0410004,36.1529999
19830822,38.2879982,38.285949,0.1091309,8,38.5239983,38.1360016
19830823,38.8639984,38.8479071,0.0420206,8,38.9080009,38.7719994
19830824,38.9770012,39.0186779,0.2092819,8,39.3230019,38.6539993
19830825,27.4300003,27.4378638,0.0810344,8,27.5709991,27.3330002
19830826,29.9549999,29.9392427,0.0518455,8,30.0149994,29.8500004
19830827,31.368,31.3345158,0.1131098,8,31.4820004,31.0970001
19830828,33.118,33.1171764,0.0409879,8,33.1759987,33.0299988
19830829,33.3199997,33.3250893,0.0426807,8,33.394001,33.2700005
19830830,31.5319996,31.5732201,0.1364473,8,31.8269997,31.3859997
19830831,32.0820007,31.9918526,0.1736706,8,32.2589989,31.757
19830901,33.7529984,33.7978497,0.10666490000000001,8,33.9959984,33.6889992
19830902,29.5879993,29.6575672,0.2593389,8,30.1240005,29.3309994
19830903,25.5440006,25.518056,0.1029059,8,25.6219997,25.3190002
19830904,31.2169991,31.3030934,0.2539374,8,31.8040009,30.9909992
19830905,32.8849983,32.9515153,0.1627029,8,33.2770004,32.7770004
19830906,35.2739983,35.2707401,0.0721908,8,35.3600006,35.1389999
19830907,35.9339981,35.9000734,0.0973177,8,36.0079994,35.7179985
19830908,35.5779991,35.5900788,0.1140442,8,35.7879982,35.4420013
19830909,33.2709999,33.2983938,0.0690503,8,33.4099998,33.2120018
19830910,33.1269989,33.1605401,0.0771215,8,33.2919998,33.0800018
19830911,36.3610001,36.399379,0.093587,8,36.5629997,36.3160019
19830912,37.1020012,37.1382386,0.1018145,8,37.3260002,37.0390015
19830913,35.7589989,35.8030895,0.0915465,8,35.9760017,35.7179985
19830914,31.1970005,31.1767573,0.0669519,8,31.2689991,31.0610008
19830915,19.3810005,19.3891757,0.0537842,8,19.4790001,19.3209991
19830916,24.4619999,24.4958546,0.0746875,8,24.6490002,24.4160004
19830917,25.2639999,25.2889854,0.1283987,8,25.4810009,25.1350002
19830918,30.4510002,30.4899203,0.1171221,8,30.684,30.3360004
19830919,31.1739998,31.2009521,0.1914,8,31.5380001,30.9610004
19830920,32.3899994,32.4362178,0.107503,8,32.6310005,32.3330002
19830921,29.8719997,29.9373496,0.1372707,8,30.1410007,29.7649994
19830922,26.9179993,26.8996162,0.0545707,8,26.9650002,26.798000300000002
19830923,19.6889992,19.713333,0.0814648,8,19.8490009,19.6119995
19830924,21.9090004,21.945417,0.1482988,8,22.2070007,21.7689991
19830925,20.3999996,20.4112681,0.0441474,8,20.4939995,20.3439999
19830926,21.4309998,21.4371104,0.0532081,8,21.5349998,21.3610001
19830927,22.0209999,22.0491002,0.0553748,8,22.1420002,22.0009995
19830928,24.4890003,24.4861649,0.0396506,8,24.5489998,24.4209995
19830929,25.1930008,25.2089259,0.0771585,8,25.3430004,25.1040001
19830930,21.6110001,21.6073416,0.1370726,8,21.8560009,21.4220009
19831001,16.9750004,16.9489617,0.0563991,8,17.0189991,16.8199997
19831002,21.9860001,21.9642755,0.134109,8,22.0610008,21.6280003
19831003,27.7539997,27.7449343,0.1264065,8,27.9130001,27.5550003
19831004,29.5779991,29.5585743,0.0490967,8,29.6159992,29.4650002
19831005,29.8470001,29.8439574,0.096419,8,29.9979992,29.7220001
19831006,29.0049992,29.0062965,0.0604739,8,29.0849991,28.8899994
19831007,25.0849991,24.9917842,0.2281643,8,25.2810001,24.6580009
19831008,23.7849998,23.7898024,0.0411122,8,23.8439999,23.7070007
19831009,24.0930004,24.1230813,0.0643911,8,24.2029991,24.0340004
19831010,22.3829994,22.4040729,0.0520171,8,22.4780006,22.3269997
19831011,21.4559994,21.475761,0.2009866,8,21.7460003,21.0610008
19831012,19.4519997,19.4698533,0.0983576,8,19.6560001,19.3250008
19831013,26.3610001,26.3457589,0.0578485,8,26.4109993,26.2290001
19831014,27.4060001,27.4186179,0.1660383,8,27.7220001,27.198
19831015,19.8369999,19.8262099,0.0448044,8,19.8789997,19.7299995
19831016,21.7779999,21.7183945,0.1233915,8,21.9009991,21.552
19831017,22.6490002,22.640268,0.0753426,8,22.743,22.5359993
19831018,23.798000300000002,23.8153107,0.1652965,8,24.132,23.6340008
19831019,24.0009995,23.9897772,0.0475958,8,24.073,23.9139996
19831020,24.6790009,24.7363751,0.1835157,8,25.0249996,24.4729996
19831021,13.7589998,13.7709021,0.1275511,8,14.0109997,13.5790005
19831022,12.6999998,12.6694379,0.0934474,8,12.7969999,12.4820004
19831023,13.3879995,13.4016756,0.1130462,8,13.5799999,13.2110004
19831024,17.8630009,17.8959926,0.1276911,8,18.1130009,17.6949997
19831025,20.6539993,20.6437569,0.1059406,8,20.8069992,20.4589996
19831026,17.5060005,17.4916378,0.0691209,8,17.5620003,17.3449993
19831027,17.5569992,17.5747845,0.0732409,8,17.6819992,17.4860001
19831028,15.5979996,15.6038086,0.0228789,8,15.6370001,15.5679998
19831029,22.7310009,22.7242337,0.0376453,8,22.7789993,22.6720009
19831030,24.2520008,24.2466645,0.0688799,8,24.3460007,24.1079998
19831031,12.3219995,12.3310295,0.099581,8,12.4890003,12.1700001
19831101,17.8969994,17.9048568,0.100379,8,18.0349998,17.7229996
19831102,19.4899998,19.4785208,0.0277467,8,19.5330009,19.4449997
19831103,20.5459995,20.5338863,0.1472379,8,20.7730007,20.2779999
19831104,23.8190002,23.809347,0.0359251,8,23.8479996,23.7259998
19831105,13.1750002,13.1114561,0.1176731,8,13.2609997,12.8730001
19831106,10.0410004,10.0498199,0.040604,8,10.1479998,10
19831107,16.0400009,16.0370497,0.0222508,8,16.0779991,16
19831108,15.7049999,15.6955293,0.037418,8,15.7489996,15.6289997
19831109,20.4769993,20.4589854,0.0539445,8,20.5279999,20.3729992
19831110,22.7119999,22.6960647,0.0610491,8,22.7840004,22.5930004
19831111,20.3939991,20.2922313,0.2148842,8,20.5900002,19.8990002
19831112,16.552,16.5175338,0.058946900000000003,8,16.5909996,16.4349995
19831113,9.493,9.4756387,0.0371643,8,9.5410004,9.4110003
19831114,8.698,8.6350766,0.1589285,8,8.8769999,8.3439999
19831115,13.9320002,13.9383713,0.1307964,8,14.1569996,13.7309999
19831116,14.4370003,14.4138551,0.2471303,8,14.6890001,13.8979998
19831117,14.4469995,14.4458488,0.2883726,8,14.8800001,13.9969997
19831118,11.9350004,11.9101921,0.1056337,8,12.0880003,11.7539997
19831119,17.0009995,16.9943662,0.07238,8,17.0879993,16.8479996
19831120,20.4109993,20.4091687,0.047118,8,20.4780006,20.316
19831121,21.5610008,21.519243,0.1363825,8,21.6949997,21.2259998
19831122,18.4029999,18.3729417,0.1362438,8,18.5639992,18.1100006
19831123,24.6609993,24.6471437,0.182712,8,24.9309998,24.3180008
19831124,20.7129993,20.7113424,0.0429094,8,20.7759991,20.6310005
19831125,19.7479992,19.7443961,0.107753,8,19.9470005,19.6079998
19831126,11.4809999,11.4681306,0.0548519,8,11.5480003,11.3590002
19831127,17.9400005,17.9221418,0.0706523,8,18.0330009,17.7950001
19831128,17.8810005,17.8748176,0.0473417,8,17.9540005,17.8129997
19831129,21.9470005,21.9358257,0.1207666,8,22.0690002,21.6690006
19831130,15.2399998,15.2199569,0.1101578,8,15.3570004,14.9820004
19831201,14.7040005,14.6769623,0.1104806,8,14.7740002,14.3979998
19831202,14.3610001,14.3291028,0.1591334,8,14.5089998,13.9589996
19831203,11.0480003,10.9794702,0.3397072,8,11.5880003,10.5270004
19831204,10.3219995,10.2852539,0.1112074,8,10.4469995,10.0810003
19831205,14.0679998,14.0456089,0.2522524,8,14.4969997,13.6689997
19831206,17.6100006,17.6170312,0.1396592,8,17.8269997,17.3910007
19831207,20.1930008,20.1441182,0.1833211,8,20.316,19.6860008
19831208,7.8239999,7.8175157,0.1521944,8,8.0290003,7.4949999
19831209,11.2320004,11.2171104,0.0592937,8,11.3199997,11.1339998
19831210,12.698,12.6743945,0.1074807,8,12.7639999,12.4060001
19831211,17.8560009,17.8489958,0.0989934,8,17.9720001,17.6490002
19831212,14.2889996,14.2891425,0.1204309,8,14.4910002,14.1110001
19831213,15.0629997,15.0071737,0.1852566,8,15.1829996,14.5419998
19831214,17.6189995,17.6070013,0.1042413,8,17.7049999,17.3509998
19831215,15.1709995,15.0910182,0.3916771,8,15.526,14.1680002
19831216,13.5450001,13.5071273,0.1095856,8,13.5909996,13.2279997
19831217,13.7530003,13.6950052,0.1900493,8,13.849,13.21
19831218,13.5670004,13.5061893,0.2074805,8,13.7309999,13.0319996
19831219,10.4729996,10.5052817,0.0753243,8,10.6330004,10.415
19831220,5.6479998,5.6449102,0.0742461,8,5.7509999,5.507
19831221,2.2679999,2.2584178,0.094859,8,2.365,2.0650001
19831222,3.858,3.7371248,0.5600952,8,4.4619999,2.6099999
19831223,7.3699999,7.3569348,0.2795379,8,7.678,6.6960001
19831224,8.1590004,8.1268658,0.1064378,8,8.2180004,7.8559999
19831225,1.2920001,1.2324962,0.3671993,8,1.604,0.361
19831226,-7.1529999,-7.1574398,0.0741079,8,-7.085,-7.3099999
19831227,-2.658,-2.6560333,0.1226272,8,-2.5150001,-2.902
19831228,3.845,3.8266368,0.1239688,8,3.9360001,3.526
19831229,7.2859998,7.1862484,0.5969938,8,8.0109997,5.9060001
19831230,5.8000002,5.7481142,0.3592373,8,6.1570001,4.9180002
19831231,0.027,-0.0128281,0.3000457,8,0.341,-0.684
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
19840102,7.5180001,7.5162378,0.0616178,8,7.6110001,7.4349999
19840103,10.0570002,9.9987138,0.1555616,8,10.1969995,9.7270002
19840104,8.0500002,8.0221575,0.1767575,8,8.3120003,7.7620001
19840105,12.0010004,11.9485609,0.1899341,8,12.2679996,11.6750002
19840106,12.7320004,12.7233583,0.1452697,8,12.9180002,12.4499998
19840107,13.1750002,13.104705,0.1877701,8,13.3299999,12.7379999
19840108,9.5190001,9.5584092,0.0814368,8,9.7220001,9.4779997
19840109,13.5200005,13.5121512,0.0977796,8,13.6479998,13.3299999
19840110,15.1660004,15.0850601,0.1658846,8,15.3199997,14.7600002
19840111,8.8149996,8.7839755,0.0860057,8,8.967,8.7110004
19840112,2.348,2.3512799,0.0615157,8,2.444,2.2520001
19840113,1.548,1.4875188,0.0965297,8,1.598,1.289
19840114,0.31,0.3224881,0.0409817,8,0.398,0.262
19840115,7.7729998,7.7756725,0.1346885,8,7.9990001,7.539
19840116,2.9649999,2.9761123,0.0933521,8,3.1270001,2.816
19840117,4.1129999,4.0952798,0.0282224,8,4.1389999,4.053
19840118,8.6149998,8.5309158,0.1714081,8,8.7939997,8.2989998
19840119,2.7939999,2.7573557,0.0633175,8,2.8510001,2.654
19840120,3.2049999,3.1883005,0.0753574,8,3.293,3.076
19840121,1.637,1.5828934,0.1607638,8,1.794,1.276
19840122,0.248,0.1841851,0.4628072,8,0.873,-0.583
19840123,1.998,2.0130251,0.1509263,8,2.2219999,1.7819999
19840124,9.1709995,9.1091523,0.1031765,8,9.2309999,8.9209995
19840125,10.0369997,10.0057503,0.21551,8,10.3030005,9.7489996
19840126,12.7010002,12.7050946,0.0267344,8,12.7469997,12.658
19840127,16.0020008,16.0078515,0.0147119,8,16.0310001,15.9890003
19840128,18.4050007,18.40403,0.07915,8,18.5279999,18.257
19840129,11.0509996,11.0659798,0.0591629,8,11.1700001,10.9659996
19840130,13.1590004,13.132125,0.0629056,8,13.2220001,12.9980001
19840131,13.8319998,13.7674767,0.1076552,8,13.9569998,13.6190004
19840201,4.0310001,4.0343828,0.0606536,8,4.1230001,3.9130001
19840202,8.3310003,8.3662508,0.09678,8,8.5869999,8.2679996
19840203,13.8739996,13.8894073,0.0353588,8,13.934,13.8430004
19840204,13.3549995,13.3382917,0.0808386,8,13.4630003,13.2019997
19840205,12.4779997,12.5415676,0.1229044,8,12.7150002,12.349
19840206,8.915,8.8897466,0.2022627,8,9.1700001,8.5340004
19840207,3.826,3.8219279,0.034639,8,3.8840001,3.7590001
19840208,1.6720001,1.6628287,0.0465558,8,1.7460001,1.605
19840209,5.8260002,5.8821456,0.137326,8,6.079,5.6550002
19840210,17.4979992,17.5311618,0.1696476,8,17.7940006,17.2630005
19840211,17.6669998,17.6558317,0.0640679,8,17.7549992,17.5470009
19840212,20.4130001,20.4062064,0.0644744,8,20.493,20.2830009
19840213,22.1790009,22.1759197,0.0132285,8,22.1940002,22.1509991
19840214,21.6089993,21.5926179,0.032361,8,21.6350002,21.5419998
19840215,18.5170002,18.5264339,0.1392441,8,18.7199993,18.2660007
19840216,19.5289993,19.5324002,0.0306713,8,19.5629997,19.4750004
19840217,19.6469994,19.599072,0.1146159,8,19.7450008,19.3689995
19840218,21.1240005,21.1304135,0.0564911,8,21.2299995,21.0380001
19840219,20.8889999,20.8618143,0.0639628,8,20.9379997,20.7299995
19840220,22.673000300000002,22.672646,0.1302781,8,22.8719997,22.4440002
19840221,17.6110001,17.5866494,0.091798,8,17.6949997,17.3859997
19840222,15.2279997,15.2212723,0.0438514,8,15.3000002,15.1630001
19840223,16.4060001,16.399477,0.0706343,8,16.5450001,16.3150005
19840224,10.4860001,10.4404291,0.1000255,8,10.566,10.2620001
19840225,20.3950005,20.3660059,0.069672,8,20.4610004,20.2280006
19840226,12.6920004,12.6750331,0.074934,8,12.7849998,12.566
19840227,13.5109997,13.496793,0.082056,8,13.6090002,13.3400002
19840228,8.3610001,8.3150001,0.1592481,8,8.5450001,8.0640001
19840229,7.0799999,7.1527899,0.3138775,8,7.6750002,6.7080002
19840301,6.2480001,6.2506744,0.0490937,8,6.3109999,6.1399999
19840302,6.7449999,6.7498231,0.0189105,8,6.777,6.7140002
19840303,8.7849998,8.7834998,0.3960195,8,9.4729996,8.177
19840304,11.3380003,11.3735025,0.0639686,8,11.4790001,11.2880001
19840305,13.8360004,13.8336765,0.024449,8,13.8540001,13.7709999
19840306,15.4420004,15.4526004,0.1469599,8,15.6660004,15.1389999
19840307,10.1110001,10.1570245,0.0963423,8,10.3179998,9.9809999
19840308,7.2820001,7.2928012,0.0856957,8,7.4640002,7.1570001
19840309,14.7650003,14.7725929,0.0482713,8,14.8450003,14.6960001
19840310,4.6529999,4.6400652,0.0623597,8,4.7259998,4.5079999
19840311,7.6300001,7.6381537,0.030249,8,7.678,7.5679998
19840312,12.7040005,12.7204098,0.0482544,8,12.7810001,12.6120005
19840313,11.6850004,11.6764293,0.0615163,8,11.7530003,11.5600004
19840314,5.9510002,5.969138,0.0909553,8,6.1300001,5.842
19840315,18.8069992,18.799207,0.0270019,8,18.823,18.7490005
19840316,20.8659992,20.8373144,0.1211477,8,20.9810009,20.6119995
19840317,26.1210003,26.1534577,0.0580397,8,26.2539997,26.066
19840318,17.8120003,17.8060583,0.0562159,8,17.8950005,17.7150002
19840319,18.3509998,18.3702697,0.1116833,8,18.5489998,18.2210007
19840320,16.1289997,16.0949423,0.1529458,8,16.3619995,15.7919998
19840321,19.1219997,19.146836,0.1046283,8,19.3360004,18.9979992
19840322,14.2069998,14.2068143,0.0442956,8,14.2919998,14.1459999
19840323,18.7539997,18.7461947,0.0401892,8,18.7889996,18.6550007
19840324,17.3290005,17.3454178,0.0530998,8,17.4370003,17.2800007
19840325,21.0849991,21.1043991,0.0616037,8,21.2010002,21.0230007
19840326,22.0669994,22.0182816,0.1079811,8,22.0909996,21.7520008
