hour,dodt
0.96768276,-0.025022443
5.35088404,-0.009478553
7.995043129,-0.053475664
10.06170719,0.177126186
12.08059795,0.25769486
14.62897623,-0.0822021
18.00659615,-0.175689864
20.18473128,0.071656063
24.06584442,0.020184614
25.07774872,0.016720659
